Date,High,Low,Open,Close,Volume,Adj Close
2019-04-22,7746.75,7669.75,7715.25,7734.75,393586.0,7734.75
2019-04-23,7843.75,7724.5,7738.0,7838.0,253668.0,7838.0
2019-04-24,7852.75,7802.25,7833.5,7847.75,427149.0,7847.75
2019-04-25,7879.5,7792.0,7855.25,7798.5,387633.0,7798.5
2019-04-26,7845.5,7755.5,7799.25,7840.25,488329.0,7840.25
2019-04-29,7867.75,7805.5,7837.25,7813.75,467051.0,7813.75
2019-04-30,7857.0,7740.0,7805.25,7800.0,320324.0,7800.0
2019-05-01,7867.25,7736.0,7848.75,7756.5,463833.0,7756.5
2019-05-02,7805.0,7682.25,7737.75,7734.25,484406.0,7734.25
2019-05-03,7872.5,7734.75,7739.0,7865.0,592822.0,7865.0
2019-05-06,7817.5,7667.5,7810.0,7803.5,454088.0,7803.5
2019-05-07,7804.0,7581.25,7744.75,7674.0,630196.0,7674.0
2019-05-08,7698.0,7600.0,7663.75,7647.5,838952.0,7647.5
2019-05-09,7644.5,7481.0,7639.75,7595.25,621509.0,7595.25
2019-05-10,7654.5,7435.75,7591.0,7610.25,741216.0,7610.25
2019-05-13,7551.5,7305.0,7534.25,7314.75,802652.0,7314.75
2019-05-14,7459.5,7290.0,7315.25,7421.0,773473.0,7421.0
2019-05-15,7538.5,7353.75,7429.25,7529.25,547769.0,7529.25
2019-05-16,7641.0,7473.5,7524.25,7600.25,535915.0,7600.25
2019-05-17,7620.0,7506.5,7600.75,7511.5,525588.0,7511.5
2019-05-20,7559.25,7361.5,7514.75,7391.75,626777.0,7391.75
2019-05-21,7485.25,7400.75,7408.25,7464.0,634294.0,7464.0
2019-05-22,7475.0,7391.25,7462.75,7430.0,436744.0,7430.0
2019-05-23,7434.75,7268.0,7430.75,7311.0,455678.0,7311.0
2019-05-24,7379.75,7300.5,7316.75,7315.5,640165.0,7315.5
2019-05-28,7371.75,7280.25,7315.5,7295.25,407810.0,7295.25
2019-05-29,7296.0,7183.25,7291.5,7216.0,528983.0,7216.0
2019-05-30,7271.25,7208.5,7214.75,7255.25,568052.0,7255.25
2019-05-31,7256.0,7129.25,7251.75,7133.5,403475.0,7133.5
2019-06-03,7132.5,6941.25,7110.0,6993.75,540433.0,6993.75
2019-06-04,7186.5,6981.75,7008.75,7179.25,771723.0,7179.25
2019-06-05,7245.25,7150.25,7189.0,7228.5,565396.0,7228.5
2019-06-06,7299.25,7181.0,7213.75,7282.25,534798.0,7282.25
2019-06-07,7453.0,7257.75,7266.5,7419.5,433916.0,7419.5
2019-06-10,7578.5,7431.25,7469.0,7515.5,484835.0,7515.5
2019-06-11,7600.75,7492.75,7519.5,7518.25,463884.0,7518.25
2019-06-12,7531.0,7461.0,7517.75,7473.25,461725.0,7473.25
2019-06-13,7536.0,7421.0,7476.0,7522.75,388858.0,7522.75
2019-06-14,7520.75,7451.5,7503.25,7478.25,396174.0,7478.25
2019-06-17,7550.75,7476.0,7481.0,7534.25,254822.0,7534.25
2019-06-18,7693.5,7514.75,7542.25,7645.25,184038.0,7645.25
2019-06-19,7685.75,7601.75,7641.0,7674.25,209971.0,7674.25
2019-06-20,7793.0,7660.0,7668.0,7745.25,112587.0,7745.25
2019-06-21,7743.25,7701.5,7737.0,7723.60986328125,101514.0,7723.60986328125
2019-06-24,7794.25,7731.75,7744.5,7758.75,379078.0,7758.75
2019-06-25,7779.5,7609.5,7753.0,7628.75,260978.0,7628.75
2019-06-26,7719.0,7616.25,7633.0,7650.0,424811.0,7650.0
2019-06-27,7716.5,7640.75,7641.0,7690.5,376979.0,7690.5
2019-06-28,7726.0,7664.0,7685.25,7693.75,300152.0,7693.75
2019-07-01,7849.75,7759.0,7781.5,7790.0,310126.0,7790.0
2019-07-02,7843.25,7763.0,7792.5,7838.25,406594.0,7838.25
2019-07-05,7909.75,7797.25,7887.75,7851.5,209604.0,7851.5
2019-07-08,7863.5,7777.5,7855.0,7801.0,375287.0,7801.0
2019-07-09,7858.75,7743.0,7802.25,7845.25,342228.0,7845.25
2019-07-10,7949.5,7811.25,7848.0,7928.75,346314.0,7928.75
2019-07-11,7963.25,7894.25,7924.25,7918.75,442842.0,7918.75
2019-07-12,7967.5,7911.75,7917.25,7960.0,407894.0,7960.0
2019-07-15,7992.0,7941.25,7958.25,7986.75,299817.0,7986.75
2019-07-16,8001.5,7924.0,7982.75,7942.75,247176.0,7942.75
2019-07-17,7966.25,7868.0,7939.75,7885.5,303702.0,7885.5
2019-07-18,7954.75,7833.0,7868.0,7933.5,303890.0,7933.5
2019-07-19,7980.75,7815.25,7950.5,7842.75,413722.0,7842.75
2019-07-22,7936.5,7826.25,7830.0,7924.75,438469.0,7924.75
2019-07-23,7985.75,7908.0,7926.5,7983.75,355209.0,7983.75
2019-07-24,8051.75,7925.25,7944.0,8038.0,357765.0,8038.0
2019-07-25,8034.5,7917.25,8004.5,7981.75,356159.0,7981.75
2019-07-26,8040.75,7987.5,7992.0,8019.75,433945.0,8019.75
2019-07-29,8031.75,7951.75,8017.5,8001.25,322305.0,8001.25
2019-07-30,8020.0,7928.25,8004.25,7963.25,301214.0,7963.25
2019-07-31,8001.25,7782.25,7992.5,7866.75,394698.0,7866.75
2019-08-01,8014.5,7776.75,7834.0,7808.25,556437.0,7808.25
2019-08-02,7806.0,7650.25,7797.0,7702.25,772956.0,7702.25
2019-08-05,7705.5,7359.75,7701.75,7385.25,736453.0,7385.25
2019-08-06,7549.0,7224.5,7349.0,7515.5,848399.0,7515.5
2019-08-07,7577.5,7387.5,7512.75,7553.25,845239.0,7553.25
2019-08-08,7738.5,7526.0,7553.5,7735.75,851275.0,7735.75
2019-08-09,7724.0,7596.75,7699.5,7660.25,553666.0,7660.25
2019-08-12,7710.0,7534.75,7654.5,7566.75,619044.0,7566.75
2019-08-13,7789.5,7514.0,7570.25,7748.0,552715.0,7748.0
2019-08-14,7767.5,7477.0,7746.5,7488.75,674983.0,7488.75
2019-08-15,7572.75,7388.25,7469.0,7496.25,825231.0,7496.25
2019-08-16,7632.5,7502.5,7509.25,7611.75,705042.0,7611.75
2019-08-19,7750.0,7616.0,7617.25,7727.5,449473.0,7727.5
2019-08-20,7752.0,7655.5,7717.25,7668.0,401476.0,7668.0
2019-08-21,7765.75,7652.25,7655.0,7750.25,414176.0,7750.25
2019-08-22,7782.25,7654.0,7756.0,7711.25,344352.0,7711.25
2019-08-23,7762.0,7447.75,7705.75,7504.5,487622.0,7504.5
2019-08-26,7626.0,7353.25,7435.0,7590.5,763864.0,7590.5
2019-08-27,7648.5,7537.0,7591.5,7562.75,617907.0,7562.75
2019-08-28,7605.75,7504.25,7564.0,7599.25,520966.0,7599.25
2019-08-29,7730.25,7548.5,7582.25,7712.0,480975.0,7712.0
2019-08-30,7770.5,7646.0,7704.25,7690.75,447668.0,7690.75
2019-09-03,7695.5,7580.75,7628.25,7617.5,450746.0,7617.5
2019-09-04,7730.0,7608.5,7614.25,7722.75,643037.0,7722.75
2019-09-05,7886.75,7717.25,7722.0,7855.5,399672.0,7855.5
2019-09-06,7895.0,7838.25,7853.5,7857.75,478413.0,7857.75
2019-09-09,7887.0,7798.5,7857.0,7830.75,356484.0,7830.75
2019-09-10,7857.75,7744.25,7834.0,7815.0,372953.0,7815.0
2019-09-11,7905.0,7786.5,7818.5,7889.75,446533.0,7889.75
2019-09-12,7982.75,7886.75,7893.25,7921.5,383871.0,7921.5
2019-09-13,7958.5,7881.75,7916.25,7886.0,448979.0,7886.0
2019-09-16,7873.25,7776.25,7856.75,7856.5,243852.0,7856.5
2019-09-17,7897.5,7828.0,7864.0,7890.25,199321.0,7890.25
2019-09-18,7906.75,7790.0,7890.75,7894.25,147539.0,7894.25
2019-09-19,7951.0,7830.5,7898.75,7896.25,122281.0,7896.25
2019-09-20,7932.75,7890.75,7899.5,7899.47998046875,69135.0,7899.47998046875
2019-09-23,7897.5,7807.75,7839.25,7850.5,425158.0,7850.5
2019-09-24,7904.75,7701.75,7869.0,7735.25,348180.0,7735.25
2019-09-25,7844.25,7663.0,7738.25,7820.25,609261.0,7820.25
2019-09-26,7842.75,7734.75,7822.5,7787.25,540081.0,7787.25
2019-09-27,7822.0,7641.0,7787.0,7701.25,489320.0,7701.25
2019-09-29,7759.0,7705.75,7735.5,7721.5,817737.0,7721.5
2019-09-30,7788.75,7705.75,7735.5,7770.5,598171.0,7770.5
2019-10-01,7841.5,7691.0,7784.0,7695.5,337872.0,7695.5
2019-10-02,7730.5,7525.5,7711.0,7546.25,478759.0,7546.25
2019-10-03,7661.5,7474.25,7551.5,7658.5,586568.0,7658.5
2019-10-04,7773.75,7624.0,7656.75,7767.25,582820.0,7767.25
2019-10-06,7747.25,7682.5,7712.5,7737.75,663479.0,7737.75
2019-10-07,7799.75,7682.5,7712.5,7740.0,420539.0,7740.0
2019-10-08,7784.5,7613.5,7736.0,7622.0,381262.0,7622.0
2019-10-09,7732.0,7604.5,7621.0,7699.75,552145.0,7699.75
2019-10-10,7798.75,7583.25,7702.25,7760.25,404170.0,7760.25
2019-10-11,7918.5,7767.0,7783.25,7859.0,535042.0,7859.0
2019-10-13,7893.25,7850.0,7850.25,7892.75,531805.0,7892.75
2019-10-14,7894.75,7807.0,7850.25,7857.5,490521.0,7857.5
2019-10-15,7971.75,7859.75,7862.25,7959.75,311101.0,7959.75
2019-10-16,7960.25,7907.5,7960.0,7948.5,347657.0,7948.5
2019-10-17,7994.75,7922.0,7954.25,7952.75,347550.0,7952.75
2019-10-18,7958.5,7835.75,7953.75,7880.75,368623.0,7880.75
2019-10-20,7892.5,7865.75,7874.25,7890.5,408434.0,7890.5
2019-10-21,7951.75,7865.75,7874.25,7948.25,437753.0,7948.25
2019-10-22,7988.75,7837.25,7949.25,7858.75,275031.0,7858.75
2019-10-23,7918.25,7810.25,7846.25,7901.5,377545.0,7901.5
2019-10-24,7984.0,7913.25,7922.75,7928.25,348671.0,7928.25
2019-10-25,8041.5,7918.5,7928.5,8035.75,380967.0,8035.75
2019-10-27,8062.75,8048.0,8048.0,8058.0,474887.0,8058.0
2019-10-28,8127.5,8048.0,8048.0,8094.75,348318.0,8094.75
2019-10-29,8118.75,8050.75,8109.25,8055.25,309114.0,8055.25
2019-10-30,8141.0,8020.5,8057.25,8111.25,351246.0,8111.25
2019-10-31,8139.0,8046.0,8128.5,8090.25,381307.0,8090.25
2019-11-01,8168.0,8084.5,8094.25,8160.25,448458.0,8160.25
2019-11-03,8181.0,8164.0,8165.0,8176.75,143119.0,8176.75
2019-11-04,8233.75,8164.0,8165.0,8215.75,348326.0,8215.75
2019-11-05,8248.0,8193.25,8221.5,8210.75,325479.0,8210.75
2019-11-06,8228.25,8161.0,8208.0,8207.25,305795.0,8207.25
2019-11-07,8282.25,8190.0,8213.75,8230.5,314414.0,8230.5
2019-11-08,8264.25,8190.0,8230.0,8257.25,366403.0,8257.25
2019-11-10,8261.75,8251.5,8257.25,8254.25,60671.0,8254.25
2019-11-11,8261.75,8206.5,8257.25,8249.75,326871.0,8249.75
2019-11-12,8300.25,8228.5,8253.25,8275.0,229844.0,8275.0
2019-11-13,8281.5,8220.0,8273.0,8265.75,316729.0,8265.75
2019-11-14,8285.5,8216.25,8269.0,8265.5,382042.0,8265.5
2019-11-15,8324.0,8261.25,8267.5,8318.75,381593.0,8318.75
2019-11-17,8323.0,8307.25,8318.75,8310.5,145950.0,8310.5
2019-11-18,8367.0,8279.25,8318.75,8333.5,367145.0,8333.5
2019-11-19,8379.0,8312.5,8335.0,8341.5,370609.0,8341.5
2019-11-20,8348.0,8231.0,8333.0,8291.75,373942.0,8291.75
2019-11-21,8308.0,8240.0,8261.5,8274.5,526978.0,8274.5
2019-11-22,8313.5,8233.25,8280.25,8280.5,411833.0,8280.5
2019-11-24,8311.75,8296.5,8303.25,8306.25,225178.0,8306.25
2019-11-25,8379.25,8296.5,8303.25,8376.5,344497.0,8376.5
2019-11-26,8422.0,8366.25,8374.25,8400.75,259485.0,8400.75
2019-11-27,8458.75,8397.0,8402.75,8454.75,285726.0,8454.75
2019-12-01,8435.25,8422.5,8424.5,8431.0,142613.0,8431.0
2019-12-02,8457.25,8276.5,8424.5,8316.0,242603.0,8316.0
2019-12-03,8337.5,8168.25,8313.75,8251.25,559474.0,8251.25
2019-12-04,8319.25,8220.5,8258.75,8295.25,614317.0,8295.25
2019-12-05,8340.0,8273.25,8296.25,8309.25,413647.0,8309.25
2019-12-06,8409.5,8307.75,8311.0,8400.25,370987.0,8400.25
2019-12-08,8414.25,8401.0,8401.5,8404.25,96971.0,8404.25
2019-12-09,8427.25,8347.0,8401.5,8356.0,302782.0,8356.0
2019-12-10,8398.0,8297.0,8354.5,8363.75,292419.0,8363.75
2019-12-11,8411.0,8345.0,8366.25,8405.5,403364.0,8405.5
2019-12-12,8497.0,8381.0,8407.5,8465.25,304183.0,8465.25
2019-12-13,8523.75,8435.5,8485.0,8494.0,554338.0,8494.0
2019-12-15,8516.5,8503.25,8507.0,8510.0,57349.0,8510.0
2019-12-16,8587.75,8503.25,8507.0,8576.0,335038.0,8576.0
2019-12-17,8596.75,8563.25,8576.0,8576.25,192050.0,8576.25
2019-12-18,8612.0,8567.75,8569.75,8590.25,145053.0,8590.25
2019-12-19,8655.5,8580.25,8598.0,8642.5,98301.0,8642.5
2019-12-20,8707.4599609375,8638.25,8651.0,8707.4599609375,65776.0,8707.4599609375
2019-12-22,8723.5,8707.5,8710.75,8722.0,143924.0,8722.0
2019-12-23,8743.25,8707.5,8710.75,8726.5,307870.0,8726.5
2019-12-26,8805.0,8729.0,8730.25,8804.25,106029.0,8804.25
2019-12-27,8843.5,8769.0,8801.0,8783.25,170684.0,8783.25
2019-12-29,8799.5,8783.0,8783.5,8797.75,164378.0,8797.75
2019-12-30,8809.75,8691.25,8783.5,8733.75,322888.0,8733.75
2019-12-31,8772.25,8692.25,8731.75,8752.25,404047.0,8752.25
2020-01-02,8901.5,8769.5,8776.75,8891.75,284519.0,8891.75
2020-01-03,8907.25,8735.25,8895.5,8810.0,416637.0,8810.0
2020-01-05,8777.5,8747.75,8772.25,8777.25,524228.0,8777.25
2020-01-06,8873.0,8723.0,8772.25,8847.5,599887.0,8847.5
2020-01-07,8894.75,8825.75,8853.25,8853.0,469514.0,8853.0
2020-01-08,8972.25,8678.0,8841.5,8944.5,510004.0,8944.5
2020-01-09,9022.25,8932.5,8948.75,9009.0,723085.0,9009.0
2020-01-10,9055.5,8966.25,9010.0,8978.25,457262.0,8978.25
2020-01-12,8999.5,8979.0,8979.0,8991.5,217973.0,8991.5
2020-01-13,9095.5,8979.0,8979.0,9088.25,472166.0,9088.25
2020-01-14,9114.75,9035.0,9087.75,9062.5,380440.0,9062.5
2020-01-15,9096.0,9023.0,9062.0,9060.0,553343.0,9060.0
2020-01-16,9140.25,9061.5,9061.75,9133.5,497100.0,9133.5
2020-01-17,9189.25,9130.0,9137.0,9174.5,397881.0,9174.5
2020-01-19,9181.75,9168.0,9174.0,9180.0,108733.0,9180.0
2020-01-21,9199.75,9114.75,9174.0,9169.75,438669.0,9169.75
2020-01-22,9254.0,9174.25,9179.5,9195.75,532160.0,9195.75
2020-01-23,9253.5,9151.75,9190.0,9248.25,519015.0,9248.25
2020-01-24,9287.25,9109.5,9252.0,9144.5,616950.0,9144.5
2020-01-26,9077.0,8994.0,9077.0,9004.5,875259.0,9004.5
2020-01-27,9077.0,8925.5,9077.0,8954.5,758796.0,8954.5
2020-01-28,9136.25,8952.5,8952.5,9105.25,792705.0,9105.25
2020-01-29,9158.75,9072.25,9119.5,9098.5,632550.0,9098.5
2020-01-30,9240.0,9003.5,9111.25,9216.25,578408.0,9216.25
2020-01-31,9248.75,8966.0,9226.5,8997.75,846585.0,8997.75
2020-02-02,9038.25,8975.0,8982.75,9029.5,459823.0,9029.5
2020-02-03,9155.75,8975.0,8982.75,9114.25,898384.0,9114.25
2020-02-04,9369.25,9073.0,9099.0,9355.0,680726.0,9355.0
2020-02-05,9462.75,9317.75,9357.0,9381.5,563913.0,9381.5
2020-02-06,9464.0,9362.5,9390.0,9455.5,729548.0,9455.5
2020-02-07,9471.0,9385.0,9467.0,9409.5,545054.0,9409.5
2020-02-09,9424.0,9330.75,9401.5,9353.25,338030.0,9353.25
2020-02-10,9531.5,9330.75,9401.5,9527.5,592695.0,9527.5
2020-02-11,9609.5,9501.25,9525.0,9527.25,500147.0,9527.25
2020-02-12,9628.25,9523.75,9536.25,9625.75,589570.0,9625.75
2020-02-13,9644.75,9511.25,9621.5,9613.0,454472.0,9613.0
2020-02-14,9659.25,9588.0,9626.25,9632.25,613580.0,9632.25
2020-02-16,9668.75,9634.25,9635.0,9663.75,297278.0,9663.75
2020-02-18,9687.5,9534.25,9635.0,9636.0,489387.0,9636.0
2020-02-19,9748.75,9641.25,9643.25,9733.5,668505.0,9733.5
2020-02-20,9763.0,9517.0,9744.75,9624.25,419130.0,9624.25
2020-02-21,9623.75,9411.5,9617.25,9458.0,802424.0,9458.0
2020-02-23,9365.0,9289.0,9355.25,9315.0,995989.0,9315.0
2020-02-24,9365.0,9041.25,9355.25,9091.0,911839.0,9091.0
2020-02-25,9224.25,8810.0,9091.0,8854.25,1171879.0,8854.25
2020-02-26,9037.5,8709.5,8868.25,8850.25,1344897.0,8850.25
2020-02-27,8878.5,8374.5,8811.5,8850.25,1550066.0,8850.25
2020-02-28,8574.75,8126.25,8347.0,8382.75,1506884.0,8382.75
2020-03-01,8574.75,8126.25,8347.0,8382.75,1513887.0,8382.75
2020-03-02,8883.25,8224.25,8349.25,8454.0,1338786.0,8454.0
2020-03-03,9002.5,8511.0,8830.5,8791.25,1277458.0,8791.25
2020-03-04,8950.0,8508.25,8557.5,8582.5,924629.0,8582.5
2020-03-05,8899.75,8610.75,8889.0,8896.5,943408.0,8896.5
2020-03-06,8726.5,8310.5,8677.0,8648.75,1083638.0,8648.75
2020-03-08,8726.5,8310.5,8677.0,8648.75,1086560.0,8648.75
2020-03-09,8375.0,7819.0,8369.0,8503.25,545428.0,8503.25
2020-03-10,8378.75,7814.25,7893.75,7951.5,967814.0,7951.5
2020-03-11,8334.25,7892.75,8317.0,8331.5,976682.0,8331.5
2020-03-12,8108.0,7128.5,7998.75,8003.5,861265.0,8003.5
2020-03-13,7978.0,6942.5,7100.0,7215.25,570212.0,7215.25
2020-03-15,7978.0,6942.5,7100.0,7215.25,578813.0,7215.25
2020-03-16,7920.0,6906.0,7919.75,7900.75,416627.0,7900.75
2020-03-17,7551.25,6931.25,7294.25,7182.75,154561400.0,7182.75
2020-03-18,7380.0,6810.0,7343.25,7392.25,502686.0,7392.25
2020-03-19,7502.5,6874.25,7234.25,7205.5,509651.0,7205.5
2020-03-20,7629.0,6952.0,7177.0,7273.5,554317.0,7273.5
2020-03-22,6798.0,6628.75,6798.0,6688.75,321230.0,6688.75
2020-03-23,7316.25,6666.0,6733.5,7085.25,222847705.0,7085.25
2020-03-24,7634.0,7132.25,7156.25,7484.5,186762087.0,7484.5
2020-03-25,7761.0,7371.5,7435.25,7462.0,242979235.0,7462.0
2020-03-26,7893.5,7310.25,7445.5,7856.0,196928629.0,7856.0
2020-03-27,7806.75,7551.25,7767.75,7561.0,155867209.0,7561.0
2020-03-29,7507.25,7367.25,7395.75,7489.25,1256384.0,7489.25
2020-03-30,7885.0,7492.0,7547.0,7871.25,165079683.0,7871.25
2020-03-31,7995.0,7705.0,7881.25,7720.0,152926788.0,7720.0
2020-04-01,7694.5,7404.25,7692.75,7498.0,158305604.0,7498.0
2020-04-02,7656.25,7376.0,7525.5,7587.25,160830424.0,7587.25
2020-04-03,7660.25,7423.5,7560.25,7522.0,125484933.0,7522.0
2020-04-06,8099.0,7750.0,7789.75,8075.25,164979484.0,8075.25
2020-04-07,8303.25,7948.0,8034.25,8029.75,525510.0,8029.75
2020-04-08,8242.0,7981.0,8042.0,8231.75,164021285.0,8231.75
2020-04-09,8326.25,8101.75,8168.0,8238.75,190921520.0,8238.75
2020-04-12,8327.5,8073.25,8296.0,8115.75,1224003.0,8115.75
2020-04-13,8373.5,8091.0,8109.0,8362.5,134277446.0,8362.5
2020-04-14,8708.0,8415.25,8448.75,8675.25,157345858.0,8675.25
2020-04-15,8681.75,8486.5,8655.25,8532.75,159285002.0,8532.75
2020-04-16,8966.75,8539.0,8539.0,8926.25,192049231.0,8926.25
2020-04-17,8952.5,8689.5,8915.75,8812.0,201638423.0,8812.0
2020-04-19,8763.75,8733.0,8747.5,8744.25,582500.0,8744.25
2020-04-20,8846.0,8687.0,8817.0,8721.75,166372961.0,8721.75
2020-04-21,8709.25,8604.25,8647.25,8611.75,34625714.0,8611.75
